NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Purple Hearts,,2022,2h 2m,,,415,DramaMusicRomance,"In spite of their many differences, Cassie, a struggling singer-songwriter, and Luke, a troubled Marine, agree to marry solely for military benefits. But when tragedy strikes, the line between real and pretend begins to blur.",Elizabeth Allen Rosenbaum,WritersLiz W. GarciaKyle JarrowStarsNicholas GalitzineSofia CarsonAnthony Ippolito,,
Metal Lords,,2022,RR1h 37m,6.7/10,25K,875,ComedyMusic,Two friends try to form a heavy metal band with a cellist for a Battle of the Bands.,Peter Sollett,WriterD.B. WeissStarsJaeden MartellAdrian GreensmithIsis Hainsworth,221,60 59
Studio 666,,2022,RR1h 46m,5.7/10,6.7K,"1,800",ComedyHorrorMusic,Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album.,BJ McDonnell,WritersDave Grohl(based upon a story by)Jeff Buhler(screenplay by)Rebecca Hughes(screenplay by)StarsDave GrohlNate MendelPat Smear,129,106 50
Press Play,,2022,PG-13PG-131h 25m,5.6/10,368,"2,552",MusicRomanceSci-Fi,"A young woman has a chance to save the love of her life, when she discovers that the mix-tape they made together can transport her back in time.",Greg Björkman,WritersJames BachelorGreg BjörkmanStarsLewis PullmanChristina ChangDanny Glover,,
Weird: The Al Yankovic Story,,2022,,,,"2,648",BiographyComedyMusic,"Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.",Eric Appel,WritersEric Appel'Weird Al' YankovicStarsEvan Rachel WoodDaniel RadcliffeRainn Wilson,,
I Wanna Dance with Somebody,,2022,,,,"2,747",BiographyDramaMusic,"The joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, the greatest female R&B pop vocalist of all time. Tracking her journey from obscurity to musical superstardom.",Kasi Lemmons,WriterAnthony McCartenStarsStanley TucciTamara TunieClarke Peters,,
Peter Pan & Wendy,,2022,,,,"2,208",ActionAdventureComedy,Live-action adaptation of J.M. Barrie's classic tale of a boy who wouldn't grow up and recruits three young siblings in London to join him on a magical adventure to the enchanted Neverland island.,David Lowery,WritersMilt Banta(1953 film adaptation)J.M. Barrie(novel)William Cottrell(1953 film adaptation)StarsAlexander MolonyEver AndersonJoshua Pickering,,
13: The Musical,,2022,PGPG1h 31m,,,"2,467",ComedyDramaFamily,"After his parents' divorce, Evan Goldman moves from NYC to small-town Indiana. As his 13th birthday nears, he must master the complex social circles of his new school and win friends by turning his Bar Mitzvah into the coolest party ever.",Tamra Davis,WritersJason Robert Brown(based on the musical by)Dan Elish(based on the musical by)Robert Horn(screenplay: based on the musical by)StarsJosh PeckDebra MessingRhea Perlman,,
Spirited,,2022,,,,"3,064",ComedyFamilyMusical,A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.,Sean Anders,DirectorsSean AndersJohn MorrisWritersSean AndersCharles Dickens(novella)John MorrisStarsAimee CarreroRyan ReynoldsWill Ferrell,,
Hollywood Stargirl,,2022,PGPG1h 45m,5.6/10,816,"3,968",ComedyDramaFamily,"Stargirl Caraway as she journeys out of Mica into a bigger world of music, dreams and possibility.",Julia Hart,"WritersJulia Hart(screenplay by)Jordan Horowitz(screenplay by)Jerry Spinelli(based on characters from the novel ""Stargirl"" by)StarsGrace VanderWaalElijah RichardsonJudy Greer",20,19 66
All the Old Knives,,2022,RR1h 41m,6.1/10,19K,446,MysteryThriller,"CIA agent Henry is tasked by his supervisor Vick to close an eight year old hijacking case that ended in tragedy. Vick has recently learned that there is a suspected mole who helped give the perpetrators information to impede the rescue attempt of the passengers. Being cleared by Vick, Henry is sent to interview his former colleague and lover, Celia, a possible suspec... Read all",Janus Metz,WriterOlen Steinhauer(based on the book by)StarsGoksin ErdemliKasia MaderaChris Pine,257,97 62
Gone in the Night,,2022,RR1h 30m,6.1/10,157,709,MysteryThriller,"When Kath and her boyfriend arrive at a remote cabin in the redwoods, they find a mysterious younger couple already there. Her boyfriend disappears with the young woman, and Kath becomes obsessed with finding an explanation.",Eli Horowitz,WritersMatthew DerbyEli HorowitzStarsWinona RyderSedrick CabreraJohn Gallagher Jr.,6,38 52
The Weekend Away,,2022,TV-14TV-141h 29m,5.6/10,23K,994,CrimeDramaMystery,"A weekend getaway to Croatia that goes awry when a woman is accused of killing her best friend. As she attempts to clear her name and uncover the truth, her efforts unearth a painful secret.",Kim Farrant,WriterSarah Alderson(based on the novel by)StarsLeighton MeesterChristina WolfeZiad Bakri,280,57 51
Enola Holmes 2,,2022,PG-13PG-13,,,996,ActionAdventureCrime,"Enola Holmes takes on her first case as a detective, but to unravel the mystery of a missing girl, she'll need help from friends and brother Sherlock.",Harry Bradbeer,"WritersJack Thorne(screenplay by)Nancy Springer(based upon the ""Enola Holmes Mysteries' book series"" by)StarsMillie Bobby BrownHenry CavillHelena Bonham Carter",,
No Exit,,2022,RR1h 35m,6.1/10,21K,"1,039",DramaMysteryThriller,"During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside.",Damien Power,WritersAndrew Barrer(screenplay by)Gabriel Ferrari(screenplay by)Taylor Adams(based upon the novel by)StarsHavana Rose LiuDanny RamirezDavid Rysdahl,273,100 54
Operation Romeo,,2022,2h 12m,6.2/10,739,"1,080",DramaMystery,The film features the fears and stresses that youthful couples all over the nation experience because of the danger presented by moral policing.,Shashant Shah,WritersRatheesh Ravi(original story)Arshad Syed(screenplay)StarsSidhant GuptaVedika PintoSharad Kelkar,,
Blackbird,,2022,RR1h 30m,5.5/10,35,216,Romance,"Troubled secret agent ""Blackbird"" abruptly retires from service and opens a luxurious nightclub in the Caribbean to escape the dark shadows of his past. An old flame arrives and reignites love in his life but she brings danger with her.",Michael Flatley,WriterMichael FlatleyStarsSaif Al-WarithIan BeattiePatrick Bergin,,
Redeeming Love,,2022,PG-13PG-132h 14m,6.6/10,5.9K,329,DramaRomance,"Sold into prostitution as a child, Angel knows nothing but betrayal. Can her heart ever be mended? Based upon the novel by Francine Rivers.",D.J. Caruso,WritersFrancine Rivers(screenplay by)D.J. Caruso(screenplay by)StarsAbigail CowenTom LewisEric Dane,158,26 32
After Ever Happy,,2022,1h 59m,7.7/10,87,360,DramaRomance,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",Castille Landon,WritersSharon SoboilAnna Todd(based on the novel by)StarsHero Fiennes TiffinJosephine LangfordKiana Madeira,,
365 Ngày: Hôm Nay,365 Days: This Day,2022,TV-MATV-MA1h 51m,2.5/10,16K,529,DramaRomance,Laura and Massimo are back and stronger than ever. But Massimo's family ties and a mysterious man bidding for Laura's heart complicate the lovers' lives.,Barbara Bialowas,DirectorsBarbara BialowasTomasz MandesWritersMojca Tirs(screenplay)Blanka Lipinska(screenplay)Tomasz Mandes(screenplay)StarsAnna-Maria SiekluckaMichele MorroneSimone Susinna,,
Asteroid City,,2022,,,,593,ComedyRomance,"An astronomy convention takes place at a desert town in the 1950s, where several students and their parents meet and their knowledge, experiences and lives overlap in unexpected ways.",Wes Anderson,WritersWes Anderson(screenplay)Roman CoppolaStarsMaya HawkeMargot RobbieTom Hanks,,
A Perfect Pairing,,2022,TV-14TV-141h 41m,6.1/10,9.6K,600,ComedyRomance,It follows a hard-driving LA wine-company executive who travels to an Australian sheep station to land a major client and there she ends up working as a ranch hand and sparking with a rugged local.,Stuart McDonald,WritersElizabeth HackettHilary GalanoyStarsVictoria JusticeAdam DemosLuca Asta Sardelis,70,26 55
Tấm Vé Đến Thiên Đường,Ticket to Paradise,2022,PG-13PG-13,,,604,ComedyRomance,A divorced couple that teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,Ol Parker,WritersOl Parker(Writer)Daniel Pipski(screenplay)StarsJulia RobertsKaitlyn DeverGeorge Clooney,,
Hurdang,,2022,2h 2m,5.0/10,716,625,DramaRomance,"Back in 1990s, an aspiring IAS starts a rebellion against the caste-based reservation.",Nikhil Bhat,WritersNikhil Bhat(story and screenplay)Kuldeep Ruhil(dialogue)StarsSunny KaushalNushrratt BharucchaVijay Varma,,
The Valet,,2022,PG-13PG-132h 4m,6.7/10,10K,740,ComedyRomance,A movie star enlists a parking valet at a Beverly Hills restaurant to pose as her lover to cover for her relationship with a married man.,Richard Wong,WritersBob Fisher(screenplay by)Rob Greenberg(screenplay by)Francis Veber(based on the film by)StarsEugenio DerbezSamara WeavingMax Greenfield,156,38 62
Dual,,2022,RR1h 34m,5.8/10,5.8K,225,Sci-FiThriller,"A woman opts for a cloning procedure after she receives a terminal diagnosis but when she recovers her attempts to have her clone decommissioned fail, leading to a court-mandated duel to the death.",Riley Stearns,WriterRiley StearnsStarsKaren GillanAaron PaulBeulah Koale,129,110 62
Vlihi,,2022,30m,8.0/10,103,,Short,"Silent short film, set on the Greek Cycladic island of Tenos. A woman in black is mourning inside a simple house. Reality blends with dreamy imagination, and tradition with insidious desires.",Yorgos Lanthimos,WriterYorgos LanthimosStarsDamien BonnardEmma Stone,,
Beyond Infinity: Buzz and the Journey to Lightyear,,2022,TV-GTV-G35m,6.2/10,496,,DocumentaryShort,A documentary about the fictional character Buzz Lightyear and the making of the film Lightyear - Cảnh Sát Vũ Trụ (2022).,Tony Kaplan,StarsChris EvansJohn LasseterPete Docter,,
Aspirational Slut,,2022,14m,5.2/10,205,,ShortRomance,"We meet Rosemary lying on the floor of her house, sobbing. Heartbroken. The doorbell rings. It's a Pizza Delivery Guy. Rosemary can't stop crying. She wants love, but it never works out. Fortunately for Rosemary, this Pizza Delivery Guy has the answer: forget about love and focus on wild random sex for once in her life. We cut to a fun slut-training montage where Pizz... Read all",Caroline Lindy,WriterCaroline LindyStarsEllyn JamesonJake NordwindKenton Chen,,
Avengers: Quantum Encounter,,2022,13m,6.9/10,13,,ShortActionComedy,"While Ant-Man and The Wasp demo their Quantum Core, an unexpected villain shows up, eager to get their hands on the powerful tech. The heroes need all the help they can get to save the day.",Danny Handke,WritersDanny HandkeSteve SpiegelMichael Waldron(additional dialogue)StarsAnthony MackieKerry Condon(voice)Ross Marquand(voice),,
Creed III,,2022,,,,715,DramaSport,Third installment of the 'Creed' franchise.,Michael B. Jordan,WritersKeenan Coogler(screenplay by)Zach Baylin(screenplay by)Ryan Coogler(story by)StarsTessa ThompsonMichael B. JordanJonathan Majors,,
Home Team,,2022,PGPG1h 35m,6.0/10,18K,"1,008",ComedySport,"The story about New Orleans Saints head coach Sean Payton coaching his son's 6th grade football team, when Payton was suspended for the entire 2012 season as a result of his role in the Saints' Bountygate scandal.",Charles Kinnane,DirectorsCharles KinnaneDaniel KinnaneWritersChris TitoneKeith BlumStarsKevin JamesTaylor LautnerRob Schneider,147,40 23
Next Goal Wins,,2023,PG-13PG-131h 37m,,,"3,081",ComedyDramaSport,"Adaptation of the 2014 British documentary. The story of the American Samoa soccer team, who suffered the worst loss in World Cup history, losing to Australia 31-0 in 2001.",Taika Waititi,WritersTaika Waititi(screenplay by)Iain Morris(screenplay by)StarsMichael FassbenderElisabeth MossRhys Darby,,
Shabaash Mithu,,2022,2h 36m,5.0/10,1.6K,"3,265",BiographyDramaSport,"A biopic based on the life and struggles of Mithali Raj, Indian Cricketer, and captain of the Indian National Cricket team.",Srijit Mukherji,WritersPriya AvenVijay Maurya(dialogue)StarsTaapsee PannuVijay RaazAsad Ali Palijo,,
Jersey,,2022,2h 50m,7.3/10,11K,"3,696",DramaSport,A cricketer who quits cricket decides to revive his career at the age of 36 for his sons dream and prove his ability.,Gowtam Tinnanuri,WritersWajid Shaikh(additional dialogue)Siddharth Singh(dialogue)Gowtam Tinnanuri(screenplay)StarsShahid KapoorMrunal ThakurPankaj Kapur,,
Bong Bóng,Bubble,2022,C13C131h 40m,6.3/10,4.5K,"3,872",AnimationActionAdventure,"After bubbles that broke the laws of gravity rained down upon the world. Cut off from the outside world, Tokyo has become a playground for a group of young people who have lost their families.",Tetsurô Araki,WritersGen UrobuchiRenji OokiNaoko SatouStarsJun Shison(voice)riria.(voice)Mamoru Miyano(voice),76,36 56
Tăng Tốc.. Về Phía Em,Fast & Feel Love,2022,PP2h 12m,7.0/10,533,"4,285",ActionComedyDrama,"When a world champion of sport stacking is dumped by his long-time girlfriend, he has to learn basic adulting skills in order to live alone and take care of himself.",Nawapol Thamrongrattanarit,WriterNawapol ThamrongrattanaritStarsNat KitcharitUrassaya SperbundAnusara Korsamphan,,
Fall,,2022,PG-13PG-131h 47m,,,220,Thriller,"Best friends Becky and Hunter find themselves at the top of a 2,000-foot radio tower.",Scott Mann,WritersJonathan FrankScott MannStarsGrace Caroline CurreyVirginia GardnerJeffrey Dean Morgan,,
Hot Seat,,2022,RR1h 39m,4.4/10,1.2K,302,Thriller,"An ex-hacker is forced to break into high-level banking institutions, another man must try to penetrate the booby trapped building to get the young man off the hot seat.",James Cullen Bressack,WritersLeon Langford(based on a story by)Collin Watts(based on a story by)StarsMel GibsonShannen DohertyKevin Dillon,,
Em Yêu Đừng Sợ,Don't Worry Darling,2022,RR,,,322,Thriller,A 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company may be hiding disturbing secrets.,Olivia Wilde,WritersKatie SilbermanCarey Van DykeShane Van DykeStarsFlorence PughOlivia WildeChris Pine,,
Runway 34,,2022,2h 25m,7.1/10,22K,396,DramaThriller,"Inspired by true incidents, ""Runway 34"" revolves around Captain Vikrant Khanna played by Ajay Devgn, a flying prodigy, whose flight takes a mysterious course after take-off from an international destination.",Ajay Devgn,WritersSandeep Kewlani(dialogue)Aamil Keeyan Khan(dialogue)StarsAjay DevgnAmitabh BachchanRakul Preet Singh,,
The Hunger Games: The Ballad of Songbirds and Snakes,,2023,,,,732,ActionAdventureDrama,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,Francis Lawrence,WritersMichael Arndt(screenplay)Suzanne Collins(based on the book by)Michael LesslieStarsHunter SchaferRachel ZeglerPeter Dinklage,,
Svart krabba,,2022,TV-MATV-MA1h 54m,5.6/10,19K,"2,071",ActionAdventureDrama,"In a post-apocalyptic world, six soldiers on a covert mission must transport a mysterious package across a frozen archipelago. Noomi Rapace stars.",Adam Berg,WritersAdam BergPelle RådströmJerker Virdborg(based on the novel by)StarsNoomi RapaceJakob OftebroDar Salim,281,55 54
White Bird: A Wonder Story,,2022,,,,"2,652",BiographyDramaWar,"Based on the book by the best-selling author of Wonder, this uplifting movie shows how one act of kindness can live on forever",Marc Forster,WritersMark Bomback(screenplay by)R.J. Palacio(based on the book by)StarsGillian AndersonHelen MirrenOlivia Ross,,
